data;temperatura_min;temperatura_max;temperatura_media;humidade_media;insolacao;velocidade_vento;precipitacao
01/01/1986;22.8;29.4;26.76;76.5;10.5;5.633333;15.3
02/01/1986;24.2;29.7;27.22;74.25;10.5;2.066667;0.0
03/01/1986;24.8;30.0;27.44;78.0;10.0;4.966667;0.0
04/01/1986;25.4;30.2;27.64;75.25;10.1;4.133333;0.0
05/01/1986;24.4;30.0;27.12;78.5;8.3;4.1;5.6
06/01/1986;25.2;29.8;27.16;75.5;10.9;4.066667;2.0
07/01/1986;23.2;30.4;27.0;68.5;11.1;5.333333;0.0
08/01/1986;21.6;29.5;26.38;77.25;4.3;4.4;0.0
09/01/1986;24.8;30.2;27.6;76.5;8.5;4.966667;0.0
10/01/1986;25.8;30.4;27.88;74.0;9.9;4.533333;0.0
11/01/1986;23.0;30.4;27.32;67.75;10.8;4.633333;0.0
12/01/1986;25.5;30.7;27.72;69.0;11.3;5.3;0.0
13/01/1986;25.4;30.2;27.56;68.25;10.6;4.433333;0.0
14/01/1986;25.4;30.6;27.64;69.0;11.3;5.566667;0.0
15/01/1986;25.4;30.4;27.68;66.25;10.1;6.533333;0.0
16/01/1986;25.4;30.8;27.88;67.75;10.3;5.633333;0.0
17/01/1986;25.7;29.6;27.42;71.25;1.0;4.666667;0.0
18/01/1986;25.8;30.2;27.68;70.5;2.5;5.3;0.0
19/01/1986;22.6;30.2;26.76;71.5;8.9;5.533333;2.0
20/01/1986;22.6;30.4;27.2;68.25;10.0;5.766667;0.0
21/01/1986;23.2;30.4;27.38;72.75;8.8;3.466667;0.0
22/01/1986;24.2;30.4;26.44;85.75;3.7;3.866667;0.5
23/01/1986;23.8;30.4;27.36;68.0;10.6;5.266667;2.1
24/01/1986;23.0;31.1;27.42;69.0;9.9;5.566667;0.0
25/01/1986;23.1;30.9;27.48;68.25;10.0;4.933333;0.0
26/01/1986;22.6;30.6;27.18;69.0;10.4;4.1;0.0
27/01/1986;25.6;30.6;27.76;75.25;8.0;4.866667;0.0
28/01/1986;24.3;31.2;28.18;72.75;3.6;3.433333;0.0
29/01/1986;23.5;30.4;27.3;78.25;4.9;4.133333;6.0
30/01/1986;24.0;30.2;27.48;75.0;8.7;4.933333;2.4
31/01/1986;21.4;27.0;24.4;90.25;0.0;2.2;16.6
01/02/1986;21.4;28.2;24.32;84.75;1.3;1.666667;39.5
02/02/1986;22.4;29.2;26.16;75.25;6.8;2.766667;0.0
03/02/1986;23.3;29.8;26.82;70.25;10.5;4.133333;0.2
04/02/1986;22.6;29.8;26.96;75.25;11.2;2.9;0.0
05/02/1986;22.5;28.6;24.9;91.25;0.5;2.233333;81.0
06/02/1986;22.8;28.0;25.32;88.75;1.5;2.633333;33.1
07/02/1986;22.6;29.4;26.6;79.0;6.3;2.033333;9.0
08/02/1986;25.3;30.0;27.5;77.75;8.6;4.3;14.8
09/02/1986;25.4;30.2;27.52;73.5;11.2;5.533333;0.0
10/02/1986;22.3;30.6;27.26;69.5;9.7;6.066667;0.0
11/02/1986;21.6;27.6;23.72;94.25;0.0;4.466667;11.2
12/02/1986;21.6;29.4;25.08;85.0;7.3;2.2;28.0
13/02/1986;21.8;29.6;26.28;80.25;7.5;2.166667;10.9
14/02/1986;22.8;29.6;26.8;78.25;9.2;2.233333;0.0
15/02/1986;25.2;30.0;27.36;75.25;10.3;3.2;0.8
16/02/1986;23.2;29.3;26.92;76.75;9.6;2.733333;2.4
17/02/1986;21.2;30.2;26.72;76.75;10.7;3.4;1.1
18/02/1986;23.4;30.0;27.0;71.25;10.7;2.966667;0.0
19/02/1986;23.0;30.0;27.08;74.0;9.6;4.366667;0.0
20/02/1986;24.9;31.0;27.76;73.75;9.2;4.233333;0.0
21/02/1986;23.4;30.2;26.86;78.0;7.2;4.633333;2.4
22/02/1986;23.0;30.4;26.78;73.0;1.8;3.9;1.6
23/02/1986;22.2;30.8;27.28;71.5;9.2;5.5;0.0
24/02/1986;22.8;30.7;27.32;71.25;10.8;4.866667;0.0
25/02/1986;22.8;30.6;27.32;72.25;9.4;3.4;0.0
26/02/1986;23.4;29.4;26.34;82.5;7.0;3.566667;6.8
27/02/1986;24.6;29.7;26.96;83.5;1.5;0.766667;6.2
28/02/1986;22.6;28.6;25.08;89.0;1.9;1.0;10.0
01/03/1986;22.0;30.0;26.08;82.5;7.4;1.766667;12.5
02/03/1986;22.1;26.2;24.5;93.5;0.9;0.333333;28.6
03/03/1986;22.6;29.5;26.3;81.0;6.7;2.066667;5.9
04/03/1986;22.5;29.9;25.88;86.25;4.0;1.0;0.1
05/03/1986;22.2;26.0;23.86;95.0;0.0;1.0;35.9
06/03/1986;21.6;29.8;26.18;79.25;8.8;1.666667;1.9
07/03/1986;23.4;29.7;26.78;80.0;7.4;2.0;0.4
08/03/1986;23.2;29.0;26.16;83.25;4.7;1.333333;23.5
09/03/1986;22.6;29.4;26.84;76.0;7.3;4.333333;4.1
10/03/1986;22.8;28.8;25.28;83.5;1.9;2.0;5.0
11/03/1986;22.1;30.1;26.48;84.25;4.7;2.966667;0.0
12/03/1986;22.2;30.1;26.48;92.75;0.0;2.933333;33.1
13/03/1986;22.6;27.0;24.42;92.5;0.6;2.366667;16.6
14/03/1986;22.2;27.4;24.16;90.75;0.5;0.566667;19.5
15/03/1986;22.2;29.4;26.56;77.5;10.4;2.966667;3.2
16/03/1986;22.0;30.2;26.98;73.5;10.2;3.866667;0.0
17/03/1986;22.4;30.3;26.9;79.0;9.4;3.666667;0.0
18/03/1986;23.1;29.2;26.24;79.0;1.8;3.0;3.3
19/03/1986;22.4;30.0;26.84;76.5;10.0;3.6;3.1
20/03/1986;24.1;29.8;27.24;78.5;8.2;3.1;4.3
21/03/1986;23.0;29.2;26.4;81.0;6.7;2.166667;10.0
22/03/1986;22.6;29.6;26.4;80.5;7.7;2.1;12.4
23/03/1986;22.7;30.1;26.88;79.25;9.1;1.6;9.2
24/03/1986;23.8;27.6;25.18;90.0;0.3;1.366667;32.3
25/03/1986;22.8;29.7;26.46;76.25;9.1;2.6;5.4
26/03/1986;22.1;30.2;26.42;76.5;10.8;2.833333;0.0
27/03/1986;22.1;30.1;27.0;74.5;10.6;3.666667;0.0
28/03/1986;23.0;29.8;26.9;80.25;9.5;2.7;12.4
29/03/1986;24.0;29.4;26.32;85.5;3.4;1.866667;0.6
30/03/1986;23.2;29.2;26.2;84.0;2.5;4.433333;4.8
31/03/1986;24.4;29.9;26.9;83.75;4.5;3.8;4.0
01/04/1986;23.0;27.7;25.22;90.75;1.8;2.9;64.1
02/04/1986;22.8;29.1;26.98;80.75;4.2;3.833333;37.9
03/04/1986;23.4;29.3;27.04;73.5;0.7;4.133333;2.9
04/04/1986;22.2;30.2;27.18;74.5;9.1;4.266667;0.0
05/04/1986;22.2;28.8;25.2;83.25;1.4;2.7;0.9
06/04/1986;24.4;29.2;26.16;90.0;3.8;1.933333;14.0
07/04/1986;19.0;28.4;24.34;91.0;0.8;1.866667;46.0
08/04/1986;22.8;29.9;26.5;82.25;6.7;3.9;16.0
09/04/1986;23.2;30.2;26.84;82.75;9.2;4.033333;3.8
10/04/1986;23.2;29.8;27.16;78.25;8.7;3.666667;1.8
11/04/1986;22.8;30.2;26.94;77.5;10.9;3.633333;16.3
12/04/1986;22.4;29.8;27.08;78.75;10.0;2.266667;29.4
13/04/1986;23.2;28.0;25.92;86.25;0.0;2.2;38.3
14/04/1986;23.2;27.0;24.68;94.0;0.0;2.8;35.6
15/04/1986;22.8;27.6;24.98;90.75;0.8;2.633333;81.0
16/04/1986;22.2;29.2;26.44;84.25;3.9;3.333333;66.0
17/04/1986;23.6;28.0;26.12;87.5;0.0;3.0;34.4
18/04/1986;22.6;30.3;26.9;76.25;10.6;3.633333;4.2
19/04/1986;22.4;30.6;27.36;77.75;8.6;3.766667;0.0
20/04/1986;22.4;30.2;26.76;80.25;4.6;3.866667;11.2
21/04/1986;23.2;29.1;27.1;76.75;5.4;3.5;0.0
22/04/1986;22.4;29.9;26.98;72.75;10.6;3.8;0.2
23/04/1986;21.8;29.5;26.68;72.0;9.9;3.433333;0.0
24/04/1986;21.8;30.0;26.84;73.75;9.5;3.1;0.0
25/04/1986;22.0;29.8;26.6;77.5;10.4;3.433333;0.0
26/04/1986;23.2;29.4;25.76;93.0;2.0;1.733333;23.7
27/04/1986;23.2;29.4;26.88;81.25;5.8;4.1;23.5
28/04/1986;24.0;28.6;26.24;90.0;2.5;2.633333;1.4
29/04/1986;22.2;26.8;24.14;94.25;0.1;2.866667;76.8
30/04/1986;22.8;29.4;26.28;84.5;3.2;3.1;13.0
01/05/1986;23.0;32.0;27.64;79.5;9.1;3.4;0.0
02/05/1986;22.9;30.2;27.46;77.0;6.3;3.7;0.0
03/05/1986;22.6;29.5;26.9;76.75;7.3;3.9;4.2
04/05/1986;22.6;29.8;26.92;73.25;9.3;2.233333;0.2
05/05/1986;22.4;30.5;26.34;83.75;7.6;3.133333;0.0
06/05/1986;23.2;29.8;27.24;78.0;10.0;3.433333;8.6
07/05/1986;22.5;30.1;27.12;77.25;10.2;4.266667;3.2
08/05/1986;23.5;29.9;26.96;77.5;5.6;3.1;1.6
09/05/1986;22.2;30.0;27.0;73.0;10.2;4.533333;0.0
10/05/1986;22.4;30.3;27.06;75.75;10.1;4.966667;0.0
11/05/1986;22.6;30.4;26.84;81.0;10.0;3.566667;0.0
12/05/1986;22.0;30.4;27.16;73.75;10.3;4.2;0.0
13/05/1986;22.8;30.8;26.64;79.25;6.8;2.5;0.2
14/05/1986;25.9;30.7;27.86;74.5;10.1;2.8;0.0
15/05/1986;21.6;30.7;27.02;72.75;10.2;2.9;0.0
16/05/1986;21.8;30.5;27.34;72.25;10.1;5.0;0.0
17/05/1986;24.2;30.6;27.24;76.0;9.5;4.633333;0.8
18/05/1986;22.6;30.8;25.96;79.75;5.5;1.5;0.2
19/05/1986;22.0;29.5;26.08;81.75;6.1;5.0;44.5
20/05/1986;22.2;28.9;25.78;83.5;2.5;2.133333;0.5
21/05/1986;22.8;29.8;26.76;77.5;6.6;3.1;13.0
22/05/1986;23.2;28.3;25.66;87.5;3.0;2.4;8.2
23/05/1986;22.2;26.7;24.34;90.5;0.0;1.3;1.0
24/05/1986;21.6;27.4;24.12;92.5;1.7;1.833333;24.1
25/05/1986;21.0;27.4;23.8;92.25;0.0;2.033333;44.8
26/05/1986;21.8;29.0;24.36;88.5;2.2;4.2;3.1
27/05/1986;22.2;28.9;25.42;83.75;10.2;3.8;41.7
28/05/1986;22.0;28.5;25.0;85.0;0.9;3.8;0.0
29/05/1986;22.0;27.4;24.52;91.0;0.2;3.366667;41.9
30/05/1986;21.8;29.2;25.4;84.25;3.8;3.133333;73.4
31/05/1986;21.3;25.4;23.46;93.75;0.0;2.466667;39.0
01/06/1986;22.2;26.0;23.96;92.25;0.0;1.866667;33.7
02/06/1986;22.0;26.3;23.98;90.5;0.5;2.8;7.4
03/06/1986;21.5;29.2;25.42;81.75;8.4;3.333333;0.0
04/06/1986;21.4;29.5;25.82;80.0;10.3;4.8;0.0
05/06/1986;21.9;29.2;25.38;77.0;8.0;5.2;0.0
06/06/1986;21.0;29.2;25.68;69.0;4.4;4.066667;0.2
07/06/1986;23.4;29.0;25.96;79.75;9.8;4.733333;0.0
08/06/1986;21.8;29.2;25.44;75.25;4.1;5.133333;0.0
09/06/1986;22.8;29.4;25.56;75.0;7.3;5.366667;0.0
10/06/1986;21.4;28.0;24.96;86.5;3.6;3.466667;7.2
11/06/1986;21.7;28.8;25.3;84.5;8.3;2.9;2.9
12/06/1986;22.2;28.6;25.42;86.5;5.9;3.4;0.0
13/06/1986;22.0;29.0;25.64;80.0;7.8;4.233333;3.1
14/06/1986;21.4;29.2;24.6;83.0;8.1;3.2;0.0
15/06/1986;20.0;28.2;23.76;78.5;5.1;6.333333;6.2
16/06/1986;20.8;28.5;24.9;79.25;4.4;5.033333;0.0
17/06/1986;19.8;24.6;22.68;96.25;0.0;1.4;9.0
18/06/1986;21.8;27.2;24.06;91.0;2.1;3.3;167.7
19/06/1986;21.1;28.6;24.94;78.5;10.4;4.133333;1.8
20/06/1986;21.0;29.2;24.88;80.75;10.3;3.033333;0.0
21/06/1986;21.2;28.8;24.94;84.0;9.2;4.633333;0.8
22/06/1986;21.7;28.5;25.04;81.5;9.0;5.766667;2.0
23/06/1986;22.4;28.0;25.7;76.5;5.3;5.566667;5.0
24/06/1986;21.4;28.6;24.56;87.0;7.2;4.466667;2.0
25/06/1986;21.2;26.9;23.14;92.25;1.1;5.566667;27.6
26/06/1986;20.2;27.4;23.78;87.25;0.9;4.466667;12.2
27/06/1986;21.4;27.1;24.48;91.25;1.3;3.133333;0.4
28/06/1986;21.6;26.6;23.68;89.0;0.0;3.166667;11.5
29/06/1986;21.8;26.2;23.7;92.0;0.6;2.866667;12.8
30/06/1986;21.6;28.3;24.86;84.25;8.6;2.9;3.6
01/07/1986;21.8;26.4;24.52;86.0;2.8;2.266667;5.3
02/07/1986;22.0;27.4;24.44;86.75;5.0;2.233333;0.8
03/07/1986;22.2;27.4;24.6;84.0;0.2;3.966667;0.2
04/07/1986;21.8;28.3;24.82;84.75;8.5;3.333333;3.0
05/07/1986;21.8;28.3;24.92;80.0;6.7;1.3;3.0
06/07/1986;21.8;27.9;24.4;83.0;0.6;3.7;0.0
07/07/1986;21.6;28.5;24.78;73.75;10.4;4.233333;6.3
08/07/1986;20.2;28.5;24.54;80.5;10.6;3.633333;0.0
09/07/1986;20.4;29.0;24.44;79.0;10.5;4.533333;0.0
10/07/1986;20.6;28.6;24.52;77.0;10.3;3.966667;0.0
11/07/1986;19.2;28.4;24.28;80.75;5.5;4.466667;0.0
12/07/1986;20.6;28.8;24.24;81.75;7.4;3.566667;0.0
13/07/1986;20.6;28.1;23.68;90.0;2.8;5.2;0.2
14/07/1986;21.0;28.4;25.24;82.75;9.4;3.766667;0.3
15/07/1986;21.4;28.9;26.34;74.0;8.9;3.766667;19.2
16/07/1986;23.6;28.0;25.06;81.5;8.9;3.633333;0.0
17/07/1986;22.4;28.2;24.9;81.75;8.0;4.066667;1.9
18/07/1986;21.7;28.3;24.86;81.75;7.3;2.933333;10.4
19/07/1986;21.0;28.3;24.86;81.75;7.3;3.5;5.0
21/07/1986;21.7;28.8;24.86;73.0;9.9;4.733333;0.0
22/07/1986;23.0;28.8;25.72;74.75;10.0;3.966667;0.7
23/07/1986;21.2;28.2;24.8;79.0;10.0;5.266667;0.8
24/07/1986;22.2;28.2;24.92;84.75;4.5;4.433333;6.0
25/07/1986;21.6;28.5;25.26;74.0;8.4;4.733333;4.4
26/07/1986;20.2;28.6;24.64;77.0;8.8;3.433333;0.0
27/07/1986;18.4;28.2;24.56;72.25;9.8;2.866667;0.0
28/07/1986;21.4;28.2;25.2;73.25;10.0;3.366667;0.0
29/07/1986;20.2;29.0;25.12;76.5;10.2;4.066667;0.0
30/07/1986;19.6;28.0;24.12;76.5;9.4;5.033333;0.0
31/07/1986;20.2;28.2;24.24;70.0;8.9;3.533333;3.4
01/08/1986;22.2;28.2;25.24;70.5;10.5;5.033333;0.0
02/08/1986;18.6;28.4;24.64;69.5;10.6;4.6;0.0
03/08/1986;21.0;28.4;23.92;89.0;6.3;4.4;5.2
04/08/1986;21.3;26.8;24.02;83.0;2.4;4.466667;3.9
05/08/1986;20.2;27.4;23.56;84.75;7.8;4.666667;14.1
06/08/1986;19.0;27.4;22.88;91.5;3.0;2.5;20.0
07/08/1986;21.6;28.7;25.58;76.5;7.4;3.766667;9.4
08/08/1986;24.0;28.8;25.98;75.75;9.0;4.133333;0.0
09/08/1986;20.6;28.8;24.6;76.25;9.2;4.466667;0.0
10/08/1986;20.6;26.9;23.42;90.0;4.5;4.0;19.3
11/08/1986;21.0;28.2;25.04;81.75;9.1;3.933333;6.9
12/08/1986;22.4;27.8;25.16;81.75;8.5;3.733333;19.2
13/08/1986;22.2;28.4;25.72;75.5;9.1;4.533333;5.8
14/08/1986;23.2;28.9;26.1;71.75;9.3;4.133333;1.0
15/08/1986;24.0;28.8;26.04;75.75;9.4;3.066667;0.0
16/08/1986;21.8;28.6;25.12;80.0;9.3;5.033333;2.6
17/08/1986;21.6;28.0;25.08;82.0;3.4;4.733333;18.4
18/08/1986;22.8;28.8;26.0;74.75;8.0;4.833333;1.4
19/08/1986;22.6;27.1;24.24;90.5;2.0;1.8;1.0
20/08/1986;21.0;27.4;23.92;86.25;3.9;2.9;53.0
21/08/1986;21.4;28.4;24.7;80.0;8.6;3.333333;8.0
22/08/1986;20.4;28.9;25.02;78.75;9.3;3.466667;0.0
23/08/1986;21.8;28.8;25.8;77.25;9.8;3.4;0.0
24/08/1986;24.4;28.8;26.36;72.0;9.8;4.4;0.0
25/08/1986;24.2;29.0;26.36;72.75;7.6;4.233333;0.0
26/08/1986;23.6;28.8;26.18;71.75;9.7;5.266667;0.2
27/08/1986;21.4;28.0;25.06;77.25;10.1;5.733333;0.0
28/08/1986;20.5;29.1;25.04;76.5;9.9;4.466667;0.0
29/08/1986;20.8;29.6;25.6;71.0;8.4;5.466667;0.0
30/08/1986;21.5;28.5;24.44;76.75;3.9;5.166667;5.0
31/08/1986;20.2;29.5;25.06;78.5;7.6;5.866667;0.0
01/09/1986;21.4;28.8;25.04;73.25;5.5;6.2;0.0
02/09/1986;21.8;29.4;25.32;74.0;10.4;5.066667;0.0
03/09/1986;21.0;27.4;24.3;72.0;2.1;4.7;1.8
04/09/1986;21.2;29.4;25.28;68.75;7.6;8.033333;0.0
05/09/1986;20.0;27.4;25.08;73.0;7.9;5.966667;0.0
06/09/1986;22.0;29.2;25.36;72.5;0.9;5.666667;0.0
07/09/1986;20.0;29.0;22.68;91.5;0.0;2.733333;45.2
08/09/1986;19.6;27.4;23.44;77.25;6.7;5.4;10.0
09/09/1986;19.8;28.8;24.92;77.75;10.0;4.8;0.0
10/09/1986;21.4;29.0;25.0;83.25;7.9;4.833333;1.8
11/09/1986;20.6;28.4;25.08;79.75;8.9;4.566667;3.2
12/09/1986;21.6;28.0;25.2;82.0;6.1;3.2;1.4
13/09/1986;23.0;28.2;25.4;82.25;6.7;4.333333;2.0
14/09/1986;21.8;28.6;24.76;84.5;7.4;4.466667;4.0
15/09/1986;21.0;28.0;24.92;81.25;7.1;3.3;0.0
16/09/1986;20.8;28.4;24.3;85.75;5.7;3.733333;2.0
17/09/1986;21.4;28.8;25.6;77.5;9.8;4.766667;5.5
18/09/1986;21.8;28.8;25.68;75.25;6.5;4.966667;1.6
19/09/1986;23.0;29.0;26.16;71.25;10.3;5.3;0.0
20/09/1986;20.9;29.0;25.5;75.75;9.9;5.566667;0.0
21/09/1986;22.8;28.2;25.84;74.0;4.9;6.3;1.8
22/09/1986;22.4;29.4;26.0;76.25;8.8;6.633333;0.0
23/09/1986;23.8;29.6;26.68;75.0;8.6;5.866667;0.0
24/09/1986;22.6;28.2;25.92;71.0;5.8;5.8;0.0
25/09/1986;21.8;29.4;26.04;73.5;10.0;5.1;0.0
26/09/1986;22.2;29.3;26.16;73.25;8.7;5.0;0.0
27/09/1986;21.8;29.4;26.12;76.75;8.7;3.433333;0.0
28/09/1986;21.9;29.7;26.16;78.5;9.7;5.2;1.0
29/09/1986;22.8;29.2;26.08;77.75;8.3;4.633333;1.0
30/09/1986;24.6;29.8;26.76;72.5;9.2;3.933333;0.0
01/10/1986;24.0;31.0;27.0;71.0;10.5;4.366667;0.0
02/10/1986;24.4;29.8;26.92;73.0;10.4;4.166667;0.0
03/10/1986;22.6;29.2;26.16;73.5;9.8;3.633333;8.0
04/10/1986;24.6;29.5;26.98;69.75;10.3;3.933333;0.0
05/10/1986;23.0;29.0;25.92;80.75;5.0;3.866667;1.3
06/10/1986;22.0;29.2;25.72;74.0;7.3;4.766667;9.6
07/10/1986;21.4;28.8;25.5;78.0;7.3;5.133333;1.9
08/10/1986;22.0;28.2;25.6;77.25;6.3;2.966667;2.6
09/10/1986;22.6;27.8;25.28;85.0;3.3;3.233333;2.9
10/10/1986;22.0;27.4;25.46;77.5;5.0;3.4;10.2
11/10/1986;24.6;29.4;26.92;74.0;9.1;2.566667;1.0
12/10/1986;24.8;29.8;27.0;75.75;7.3;4.133333;0.0
13/10/1986;24.6;29.8;26.72;72.75;9.5;3.466667;0.0
14/10/1986;24.0;29.5;26.62;70.75;10.7;3.233333;0.0
15/10/1986;24.4;29.6;26.6;71.25;10.6;3.133333;0.0
16/10/1986;24.2;30.0;26.96;70.5;11.2;4.633333;0.0
17/10/1986;23.8;29.7;26.46;67.0;10.5;5.166667;0.6
18/10/1986;23.8;29.6;26.6;65.75;11.0;3.3;0.0
19/10/1986;24.2;29.8;26.8;71.0;11.4;4.233333;0.0
20/10/1986;23.8;30.2;26.26;78.5;10.1;4.966667;0.2
21/10/1986;22.4;29.2;25.72;79.5;7.0;5.1;14.1
22/10/1986;22.0;29.3;26.1;72.75;11.3;3.9;2.4
23/10/1986;23.0;29.8;26.66;74.5;10.9;3.366667;0.0
24/10/1986;23.8;29.4;26.72;75.5;11.0;3.133333;0.0
25/10/1986;25.0;29.7;27.14;73.5;11.2;5.333333;0.0
26/10/1986;23.9;29.8;26.7;74.25;10.2;4.3;0.0
27/10/1986;21.6;29.8;26.06;67.25;11.4;5.066667;0.0
28/10/1986;23.6;29.6;26.56;72.0;11.2;3.533333;0.0
29/10/1986;24.5;29.8;26.74;75.0;9.5;3.866667;0.0
30/10/1986;24.4;29.7;27.02;74.5;8.6;4.033333;0.0
31/10/1986;24.4;30.0;27.12;71.0;10.8;5.4;0.0
01/11/1986;24.6;30.0;26.96;74.0;10.9;6.5;0.0
02/11/1986;22.0;28.4;25.32;83.75;4.7;6.033333;2.8
03/11/1986;22.4;29.4;26.56;76.25;9.7;4.466667;7.6
04/11/1986;25.0;29.7;27.34;72.0;1.1;5.433333;0.0
05/11/1986;23.2;29.0;25.56;84.5;8.7;3.9;1.4
06/11/1986;22.1;29.7;26.18;80.0;7.4;3.8;47.0
07/11/1986;24.6;29.5;26.9;81.75;10.1;4.966667;0.0
08/11/1986;24.8;29.4;26.76;88.0;9.9;4.266667;1.6
09/11/1986;24.4;29.6;26.52;75.5;10.6;5.2;0.0
10/11/1986;24.0;29.7;26.82;84.5;9.0;4.4;1.0
11/11/1986;25.0;29.7;27.1;79.75;7.4;4.233333;0.0
12/11/1986;23.4;29.7;26.86;74.5;10.3;4.3;3.6
13/11/1986;24.8;29.9;27.18;83.0;10.5;4.833333;0.0
14/11/1986;23.2;29.9;26.66;77.25;10.5;4.466667;0.0
15/11/1986;25.0;30.2;27.2;82.0;7.6;4.133333;0.0
16/11/1986;25.0;28.4;27.0;79.75;9.1;5.7;0.8
17/11/1986;25.2;30.2;27.4;77.5;10.7;5.0;0.0
18/11/1986;24.0;30.0;26.8;74.5;10.7;4.533333;1.4
19/11/1986;25.0;30.2;27.38;75.25;10.7;4.133333;0.0
20/11/1986;25.0;30.4;26.88;80.75;7.9;5.666667;0.0
21/11/1986;22.8;27.2;25.52;83.25;7.9;3.133333;3.2
22/11/1986;21.6;29.0;25.48;86.25;2.1;4.8;9.6
23/11/1986;22.8;28.2;25.52;88.25;4.6;4.266667;11.1
24/11/1986;22.0;27.8;25.4;86.0;2.3;2.566667;18.7
25/11/1986;22.2;28.8;26.04;80.5;5.6;3.733333;12.0
26/11/1986;24.6;29.4;26.92;78.25;5.2;4.9;2.4
27/11/1986;25.0;29.6;27.0;74.5;10.2;3.866667;0.0
28/11/1986;24.8;29.3;26.98;75.5;10.9;5.1;0.0
29/11/1986;23.6;29.4;26.36;82.25;9.2;3.966667;3.8
30/11/1986;25.0;29.6;27.02;78.25;7.3;2.733333;0.0
01/12/1986;25.2;29.5;27.1;82.75;2.5;5.066667;0.2
02/12/1986;24.8;29.8;26.88;80.5;8.6;5.1;6.1
03/12/1986;24.1;29.8;27.18;76.25;10.1;4.8;1.6
04/12/1986;23.6;29.5;26.86;80.0;3.4;3.833333;0.2
05/12/1986;23.6;30.4;27.04;77.5;5.2;3.833333;0.0
06/12/1986;25.0;29.9;27.02;80.5;7.2;3.8;0.0
07/12/1986;25.0;30.0;26.84;78.5;7.4;3.466667;0.0
08/12/1986;24.4;30.1;27.34;79.75;10.9;3.5;0.0
09/12/1986;23.0;28.9;26.46;78.5;5.4;2.666667;0.0
10/12/1986;24.7;29.8;27.18;77.75;10.3;2.933333;4.0
11/12/1986;24.8;30.0;27.16;74.25;10.7;3.8;0.6
12/12/1986;25.0;30.0;27.24;75.75;11.1;4.733333;0.0
13/12/1986;24.4;30.0;27.1;70.5;10.5;3.533333;0.1
14/12/1986;25.0;30.1;27.34;68.0;10.5;4.4;0.0
15/12/1986;25.0;30.0;27.4;73.5;11.0;4.433333;0.0
16/12/1986;24.4;30.5;27.5;74.5;10.1;4.966667;0.8
17/12/1986;25.4;30.6;27.74;70.0;10.4;5.333333;0.0
18/12/1986;23.2;30.8;27.32;73.75;10.9;5.4;0.0
19/12/1986;23.6;31.0;26.44;77.75;5.3;5.5;0.8
20/12/1986;22.5;29.0;26.14;76.75;3.1;4.133333;9.8
21/12/1986;22.0;29.2;25.92;82.5;3.7;4.3;0.0
22/12/1986;25.0;29.8;27.36;76.25;10.4;4.266667;1.6
23/12/1986;25.0;29.8;27.28;79.5;8.7;3.733333;1.7
24/12/1986;25.2;30.4;27.44;76.75;5.8;3.9;0.0
25/12/1986;22.4;30.2;26.84;78.25;10.6;4.166667;0.5
26/12/1986;23.4;30.2;27.2;75.0;10.1;3.6;0.0
27/12/1986;24.2;30.4;27.52;81.25;6.9;4.033333;2.0
28/12/1986;25.6;30.6;27.84;72.25;9.5;4.6;3.0
29/12/1986;24.2;30.6;27.44;76.75;8.7;4.0;0.4
30/12/1986;24.8;30.4;27.48;79.75;5.5;5.3;0.0
31/12/1986;24.8;30.1;27.58;78.5;9.0;4.333333;7.8
02/01/1987;24.8;30.8;27.58;78.5;9.0;5.0;7.8
03/01/1987;24.7;30.8;27.62;76.0;8.9;5.2;0.0
04/01/1987;23.4;30.2;26.6;80.0;7.5;4.2;1.0
05/01/1987;22.6;28.4;24.28;92.5;2.4;4.0;2.1
06/01/1987;22.0;30.0;26.2;85.0;9.3;3.5;14.0
07/01/1987;22.2;30.2;26.92;78.5;7.7;3.566667;0.0
08/01/1987;25.2;30.1;27.58;78.5;10.4;3.566667;1.6
09/01/1987;24.6;30.1;27.22;76.0;10.5;4.8;2.1
10/01/1987;24.8;30.8;27.56;73.25;9.8;4.366667;0.0
11/01/1987;23.6;30.8;27.44;73.75;9.7;4.566667;0.0
12/01/1987;25.0;30.4;27.32;76.5;0.7;4.6;0.6
13/01/1987;25.4;30.5;27.78;72.5;10.1;5.5;0.0
14/01/1987;23.4;30.7;27.06;71.25;10.6;4.9;0.5
15/01/1987;22.8;30.2;26.48;80.5;8.9;5.133333;2.9
16/01/1987;23.4;30.4;27.12;81.5;7.2;4.733333;1.0
17/01/1987;24.2;30.2;27.28;78.0;5.5;4.3;0.4
18/01/1987;25.3;30.6;27.78;76.25;9.9;2.266667;0.4
19/01/1987;25.0;30.7;27.46;79.25;7.0;3.9;0.2
20/01/1987;25.5;31.2;27.9;78.0;6.9;4.8;0.0
21/01/1987;25.8;30.7;27.86;74.5;3.4;5.433333;0.0
22/01/1987;22.2;30.8;27.16;72.25;10.7;3.733333;0.0
23/01/1987;25.6;31.0;28.02;73.5;9.9;4.366667;0.0
24/01/1987;25.8;31.0;28.06;72.0;9.7;3.666667;0.0
25/01/1987;25.0;31.5;27.96;73.75;10.0;5.6;0.0
26/01/1987;25.2;31.2;28.0;75.5;8.5;4.133333;0.0
27/01/1987;25.5;31.0;27.96;76.75;5.0;4.2;0.0
28/01/1987;26.0;31.5;28.12;75.0;6.6;3.7;0.0
